Journal,年份,ISSN/EISSN,Review,OA Journal Index（OAJ）,Open Access,Web of Science,标注,大类,大类分区,Top,小类1,小类1分区,小类2,小类2分区,小类3,小类3分区,小类4,小类4分区,小类5,小类5分区,小类6,小类6分区
ACM Transactions on Reconfigurable Technology and Systems,2025,1936-7406/1936-7414,否,否,否,SCIE,,计算机科学,3 [164/758],否," COMPUTER SCIENCE, HARDWARE & ARCHITECTURE 计算机：硬件",2 [13/58],,,,,,,,,,
ACM Transactions on Sensor Networks,2025,1550-4859/1550-4867,否,否,否,SCIE,,计算机科学,4 [316/758],否," COMPUTER SCIENCE, INFORMATION SYSTEMS 计算机：信息系统",4 [113/249], TELECOMMUNICATIONS 电信学,4 [55/119],,,,,,,,
ACM TRANSACTIONS ON SOFTWARE ENGINEERING AND METHODOLOGY,2025,1049-331X/1557-7392,否,否,否,SCIE,,计算机科学,1 [31/758],是," COMPUTER SCIENCE, SOFTWARE ENGINEERING 计算机：软件工程",1 [4/131],,,,,,,,,,
ACM Transactions on Spatial Algorithms and Systems,2025,2374-0353/2374-0361,否,否,否,ESCI,,地球科学,4 [331/575],否, REMOTE SENSING 遥感,4 [37/61],,,,,,,,,,
ACM Transactions on Storage,2025,1553-3077/1553-3093,否,否,否,SCIE,,计算机科学,3 [180/758],否," COMPUTER SCIENCE, SOFTWARE ENGINEERING 计算机：软件工程",2 [33/131]," COMPUTER SCIENCE, HARDWARE & ARCHITECTURE 计算机：硬件",3 [16/58],,,,,,,,
ACM Transactions on the Web,2025,1559-1131/1559-114X,否,否,否,SCIE,,计算机科学,4 [428/758],否," COMPUTER SCIENCE, INFORMATION SYSTEMS 计算机：信息系统",4 [156/249]," COMPUTER SCIENCE, SOFTWARE ENGINEERING 计算机：软件工程",4 [88/131],,,,,,,,
ACME-Annali della Facolta di Studi Umanistici dell Universita degli Studi di Milano,2025,0001-494X/2282-0035,否,否,是,ESCI,,历史学,4 [543/778],否," HUMANITIES, MULTIDISCIPLINARY 人文科学",4 [244/406],,,,,,,,,,
ACOUSTICAL PHYSICS,2025,1063-7710/1562-6865,否,否,否,SCIE,,物理与天体物理,4 [273/406],否, ACOUSTICS 声学,4 [31/40],,,,,,,,,,
Acoustical Science and Technology,2025,1346-3969/1347-5177,否,否,否,ESCI,,工程技术,4 [961/1437],否, ACOUSTICS 声学,4 [32/40],,,,,,,,,,
Acoustics Australia,2025,0814-6039/1839-2571,否,否,否,SCIE,,物理与天体物理,4 [207/406],否, ACOUSTICS 声学,4 [26/40],,,,,,,,,,
Acoustics,2025,2624-599X/2624-599X,否,否,是,ESCI,,工程技术,4 [583/1437],否, ACOUSTICS 声学,4 [21/40],,,,,,,,,,
Acque Sotterranee-Italian Journal of Groundwater,2025,1828-454X/1828-454X,否,否,是,ESCI,,环境科学与生态学,4 [441/504],否, WATER RESOURCES 水资源,4 [109/124],,,,,,,,,,
ACR Open Rheumatology,2025,2578-5745/2578-5745,否,否,是,ESCI,,医学,3 [1761/5603],否, RHEUMATOLOGY 风湿病学,4 [21/55],,,,,,,,,,
Across Languages and Cultures,2025,1585-1923/1588-2519,否,否,否,SSCI;AHCI,,文学,1 [54/1193],是, LANGUAGE & LINGUISTICS 语言与语言学,1 [20/391], LINGUISTICS 语言学,2 [35/294],,,,,,,,
ACS Agricultural Science & Technology,2025,2692-1952/2692-1952,否,否,否,ESCI,,农林科学,4 [429/904],否," AGRICULTURE, MULTIDISCIPLINARY 农业综合",3 [28/88]," CHEMISTRY, APPLIED 应用化学",3 [39/74],,,,,,,,
ACS Applied Bio Materials,2025,2576-6422/2576-6422,否,否,否,ESCI,,材料科学,3 [190/495],否," MATERIALS SCIENCE, BIOMATERIALS 材料科学：生物材料",4 [32/52], NANOSCIENCE & NANOTECHNOLOGY 纳米科技,4 [67/139],,,,,,,,
ACS Applied Electronic Materials,2025,2637-6113/2637-6113,否,否,否,SCIE,,材料科学,3 [152/495],否," ENGINEERING, ELECTRICAL & ELECTRONIC 工程：电子与电气",3 [126/352]," MATERIALS SCIENCE, MULTIDISCIPLINARY 材料科学：综合",3 [151/436],,,,,,,,
ACS Applied Energy Materials,2025,2574-0962,否,否,否,SCIE,,材料科学,3 [176/495],否," MATERIALS SCIENCE, MULTIDISCIPLINARY 材料科学：综合",3 [175/436], ENERGY & FUELS 能源与燃料,4 [86/171],,,,,,,,
ACS Applied Materials & Interfaces,2025,1944-8244/1944-8252,否,否,否,SCIE,Mega-Journal,材料科学,2 [74/495],否," MATERIALS SCIENCE, MULTIDISCIPLINARY 材料科学：综合",2 [72/436], NANOSCIENCE & NANOTECHNOLOGY 纳米科技,2 [26/139],,,,,,,,
ACS Applied Nano Materials,2025,2574-0970/2574-0970,否,否,否,SCIE,,材料科学,3 [131/495],否," MATERIALS SCIENCE, MULTIDISCIPLINARY 材料科学：综合",3 [125/436], NANOSCIENCE & NANOTECHNOLOGY 纳米科技,3 [45/139],,,,,,,,
ACS Applied Polymer Materials,2025,2637-6105/2637-6105,否,否,否,SCIE,,化学,2 [115/490],否, POLYMER SCIENCE 高分子科学,2 [20/94]," MATERIALS SCIENCE, MULTIDISCIPLINARY 材料科学：综合",3 [163/436],,,,,,,,
ACS Bio & Med Chem Au,2025,2694-2437/2694-2437,否,否,否,ESCI,,医学,4 [2458/5603],否, BIOCHEMISTRY & MOLECULAR BIOLOGY 生化与分子生物学,4 [167/310]," CHEMISTRY, MEDICINAL 药物化学",4 [37/72],,,,,,,,
ACS Biomaterials Science & Engineering,2025,2373-9878/2373-9878,否,否,否,SCIE,,医学,3 [1150/5603],否," MATERIALS SCIENCE, BIOMATERIALS 材料科学：生物材料",3 [16/52],,,,,,,,,,
ACS Catalysis,2025,2155-5435/2155-5435,否,否,否,SCIE,,化学,1 [20/490],是," CHEMISTRY, PHYSICAL 物理化学",1 [6/104],,,,,,,,,,
ACS Central Science,2025,2374-7943/2374-7951,否,是,是,SCIE,,化学,1 [17/490],是," CHEMISTRY, MULTIDISCIPLINARY 化学：综合",1 [12/230],,,,,,,,,,
ACS Chemical Biology,2025,1554-8929/1554-8937,否,否,否,SCIE,,生物学,2 [265/1091],否, BIOCHEMISTRY & MOLECULAR BIOLOGY 生化与分子生物学,3 [104/310],,,,,,,,,,
ACS Chemical Health & Safety,2025,1878-0504/1878-0504,否,否,否,ESCI,,医学,4 [3652/5603],否," PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH 公共卫生、环境卫生与职业卫生",4 [289/404],,,,,,,,,,
ACS Chemical Neuroscience,2025,1948-7193/1948-7193,否,否,否,SCIE,,医学,3 [1234/5603],否, BIOCHEMISTRY & MOLECULAR BIOLOGY 生化与分子生物学,2 [80/310]," CHEMISTRY, MEDICINAL 药物化学",3 [21/72], NEUROSCIENCES 神经科学,3 [103/309],,,,,,
ACS Earth and Space Chemistry,2025,2472-3452/2472-3452,否,否,否,SCIE,,化学,3 [147/490],否," CHEMISTRY, MULTIDISCIPLINARY 化学：综合",3 [92/230], GEOCHEMISTRY & GEOPHYSICS 地球化学与地球物理,3 [39/99],,,,,,,,
ACS Energy Letters,2025,2380-8195/2380-8195,否,否,否,SCIE,,材料科学,1 [29/495],是, ELECTROCHEMISTRY 电化学,1 [3/49], ENERGY & FUELS 能源与燃料,1 [7/171]," MATERIALS SCIENCE, MULTIDISCIPLINARY 材料科学：综合",1 [24/436], NANOSCIENCE & NANOTECHNOLOGY 纳米科技,1 [9/139],,,,
ACS Engineering Au,2025,2694-2488/2694-2488,否,否,是,ESCI,,工程技术,3 [446/1437],否," ENGINEERING, CHEMICAL 工程：化工",3 [67/169],,,,,,,,,,
ACS Environmental Au,2025,2694-2518/2694-2518,否,否,是,ESCI,,环境科学与生态学,2 [84/504],否, ENVIRONMENTAL SCIENCES 环境科学,2 [75/357]," ENGINEERING, ENVIRONMENTAL 工程：环境",3 [17/80],,,,,,,,
ACS ES&T Engineering,2025,2690-0645/2690-0645,否,否,否,ESCI,,环境科学与生态学,3 [131/504],否," ENGINEERING, ENVIRONMENTAL 工程：环境",3 [29/80],,,,,,,,,,
ACS ES&T Water,2025,2690-0637/2690-0637,否,否,否,ESCI,,环境科学与生态学,3 [211/504],否, ENVIRONMENTAL SCIENCES 环境科学,3 [173/357], WATER RESOURCES 水资源,3 [46/124],,,,,,,,
ACS Food Science & Technology,2025,2692-1944/2692-1944,否,否,否,ESCI,,农林科学,4 [445/904],否, FOOD SCIENCE & TECHNOLOGY 食品科技,4 [109/173],,,,,,,,,,
ACS Infectious Diseases,2025,2373-8227,否,否,否,SCIE,,医学,2 [857/5603],否," CHEMISTRY, MEDICINAL 药物化学",2 [12/72], INFECTIOUS DISEASES 传染病学,2 [24/134],,,,,,,,
ACS Macro Letters,2025,2161-1653/2161-1653,否,否,否,SCIE,,化学,1 [46/490],是, POLYMER SCIENCE 高分子科学,1 [7/94],,,,,,,,,,
ACS Materials Au,2025,2694-2461/2694-2461,否,否,是,ESCI,,材料科学,3 [123/495],否," MATERIALS SCIENCE, MULTIDISCIPLINARY 材料科学：综合",3 [116/436],,,,,,,,,,
ACS Materials Letters,2025,2639-4979/2639-4979,否,否,否,SCIE,,材料科学,2 [81/495],否," MATERIALS SCIENCE, MULTIDISCIPLINARY 材料科学：综合",2 [78/436],,,,,,,,,,
ACS Measurement Science Au,2025,2694-250X/2694-250X,否,否,是,ESCI,,化学,2 [83/490],否," CHEMISTRY, ANALYTICAL 分析化学",2 [21/106],,,,,,,,,,
ACS Medicinal Chemistry Letters,2025,1948-5875,否,否,否,SCIE,,医学,3 [1710/5603],否," CHEMISTRY, MEDICINAL 药物化学",3 [25/72],,,,,,,,,,
ACS Nano,2025,1936-0851/1936-086X,否,否,否,SCIE,,材料科学,1 [24/495],是," CHEMISTRY, MULTIDISCIPLINARY 化学：综合",1 [13/230]," MATERIALS SCIENCE, MULTIDISCIPLINARY 材料科学：综合",1 [21/436], NANOSCIENCE & NANOTECHNOLOGY 纳米科技,1 [5/139],,,,,,
ACS Nanoscience Au,2025,2694-2496/2694-2496,否,否,是,ESCI,,材料科学,3 [185/495],否, NANOSCIENCE & NANOTECHNOLOGY 纳米科技,4 [64/139],,,,,,,,,,
ACS Omega,2025,2470-1343/2470-1343,否,否,是,SCIE,Mega-Journal,化学,3 [139/490],否," CHEMISTRY, MULTIDISCIPLINARY 化学：综合",3 [84/230],,,,,,,,,,
ACS Organic & Inorganic Au,2025,2694-247X/2694-247X,否,否,是,ESCI,,化学,3 [199/490],否," CHEMISTRY, MULTIDISCIPLINARY 化学：综合",4 [115/230],,,,,,,,,,
ACS Pharmacology & Translational Science,2025,2575-9108/2575-9108,否,否,否,ESCI,,医学,3 [1460/5603],否," CHEMISTRY, MEDICINAL 药物化学",3 [23/72], PHARMACOLOGY & PHARMACY 药学,3 [93/350],,,,,,,,
ACS Photonics,2025,2330-4022,否,否,否,SCIE,,物理与天体物理,1 [28/406],是," MATERIALS SCIENCE, MULTIDISCIPLINARY 材料科学：综合",2 [67/436], NANOSCIENCE & NANOTECHNOLOGY 纳米科技,2 [24/139], OPTICS 光学,2 [14/119]," PHYSICS, APPLIED 物理：应用",2 [24/178]," PHYSICS, CONDENSED MATTER 物理：凝聚态物理",2 [16/78],,
ACS Physical Chemistry Au,2025,2694-2445/2694-2445,否,否,是,ESCI,,化学,3 [161/490],否," CHEMISTRY, PHYSICAL 物理化学",3 [45/104],,,,,,,,,,
ACS Polymers Au,2025,2694-2453/2694-2453,否,否,是,ESCI,,化学,2 [72/490],否, POLYMER SCIENCE 高分子科学,2 [13/94],,,,,,,,,,
ACS Sensors,2025,2379-3694/2379-3694,否,否,否,SCIE,,化学,1 [34/490],是," CHEMISTRY, ANALYTICAL 分析化学",1 [4/106]," CHEMISTRY, MULTIDISCIPLINARY 化学：综合",2 [39/230], NANOSCIENCE & NANOTECHNOLOGY 纳米科技,2 [25/139],,,,,,
ACS Sustainable Chemistry & Engineering,2025,2168-0485/2168-0485,否,否,否,SCIE,,化学,1 [47/490],是," CHEMISTRY, MULTIDISCIPLINARY 化学：综合",2 [44/230]," ENGINEERING, CHEMICAL 工程：化工",2 [21/169], GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY 绿色可持续发展技术,3 [22/91],,,,,,
ACS Synthetic Biology,2025,2161-5063,否,否,否,SCIE,,生物学,2 [202/1091],否, BIOCHEMICAL RESEARCH METHODS 生化研究方法,1 [8/85],,,,,,,,,,
ACSMS HEALTH & FITNESS JOURNAL,2025,1091-5397/1536-593X,否,否,否,SCIE,,医学,4 [4634/5603],否, SPORT SCIENCES 运动科学,4 [108/126],,,,,,,,,,
ACTA ACUSTICA,2025,2681-4617/2681-4617,否,否,是,SCIE,,物理与天体物理,4 [229/406],否, ACOUSTICS 声学,4 [27/40],,,,,,,,,,
ACTA ADRIATICA,2025,0001-5113/1846-0453,否,否,否,SCIE,,生物学,4 [651/1091],否, MARINE & FRESHWATER BIOLOGY 海洋与淡水生物学,4 [61/118], OCEANOGRAPHY 海洋学,4 [41/66],,,,,,,,
ACTA AGRICULTURAE SCANDINAVICA SECTION A-ANIMAL SCIENCE,2025,0906-4702/1651-1972,否,否,否,SCIE,,农林科学,4 [595/904],否," AGRICULTURE, DAIRY & ANIMAL SCIENCE 奶制品与动物科学",4 [54/80],,,,,,,,,,
ACTA AGRICULTURAE SCANDINAVICA SECTION B-SOIL AND PLANT SCIENCE,2025,0906-4710/1651-1913,否,否,否,SCIE,,农林科学,4 [687/904],否, AGRONOMY 农艺学,4 [90/127], SOIL SCIENCE 土壤科学,4 [43/48],,,,,,,,
ACTA AGROBOTANICA,2025,0065-0951/2300-357X,否,否,是,ESCI,,生物学,3 [418/1091],否, PLANT SCIENCES 植物科学,3 [92/265],,,,,,,,,,
ACTA ALIMENTARIA,2025,0139-3006/1588-2535,否,否,否,SCIE,,农林科学,4 [786/904],否, FOOD SCIENCE & TECHNOLOGY 食品科技,4 [155/173], NUTRITION & DIETETICS 营养学,4 [103/113],,,,,,,,
ACTA AMAZONICA,2025,0044-5967/1809-4392,否,否,是,SCIE,,环境科学与生态学,4 [404/504],否, ECOLOGY 生态学,4 [166/196], PLANT SCIENCES 植物科学,4 [215/265], ZOOLOGY 动物学,4 [156/179],,,,,,
ACTA ANAESTHESIOLOGICA BELGICA,2025,0001-5164/2736-5239,否,否,否,ESCI,,医学,4 [5509/5603],否, ANESTHESIOLOGY 麻醉学,4 [64/64],,,,,,,,,,
ACTA ANAESTHESIOLOGICA SCANDINAVICA,2025,0001-5172/1399-6576,否,否,否,SCIE,,医学,4 [2453/5603],否, ANESTHESIOLOGY 麻醉学,4 [28/64],,,,,,,,,,
Acta Analytica-International Periodical for Philosophy in the Analytical Tradition,2025,0353-5150/1874-6349,否,否,否,AHCI,,文学,3 [411/1193],否, PHILOSOPHY 哲学,4 [115/328],,,,,,,,,,
Acta Angiologica,2025,1234-950X/1644-3276,否,否,是,ESCI,,医学,4 [4995/5603],否, PERIPHERAL VASCULAR DISEASE 外周血管病,4 [91/96],,,,,,,,,,
ACTA APPLICANDAE MATHEMATICAE,2025,0167-8019/1572-9036,否,否,否,SCIE,,数学,4 [509/815],否," MATHEMATICS, APPLIED 应用数学",4 [213/330],,,,,,,,,,
ACTA ARCHAEOLOGICA,2025,0065-101X/1600-0390,否,否,否,AHCI,,历史学,3 [171/778],否, ARCHAEOLOGY 考古学,3 [60/164],,,,,,,,,,
ACTA ARITHMETICA,2025,0065-1036/1730-6264,否,否,否,SCIE,,数学,3 [255/815],否, MATHEMATICS 数学,3 [161/487],,,,,,,,,,
ACTA ASTRONAUTICA,2025,0094-5765/1879-2030,否,否,否,SCIE,,物理与天体物理,2 [65/406],否," ENGINEERING, AEROSPACE 工程：宇航",2 [9/53],,,,,,,,,,
ACTA ASTRONOMICA,2025,0001-5237/0001-5237,否,否,否,SCIE,,物理与天体物理,4 [308/406],否, ASTRONOMY & ASTROPHYSICS 天文与天体物理,4 [61/84],,,,,,,,,,
Acta Balneologica,2025,2082-1867/2082-1867,否,否,否,ESCI,,医学,4 [5083/5603],否, REHABILITATION 康复医学,4 [165/169],,,,,,,,,,
Acta Baltico-Slavica,2025,0065-1044/2392-2389,否,否,是,ESCI,,文学,4 [845/1193],否," HUMANITIES, MULTIDISCIPLINARY 人文科学",4 [250/406],,,,,,,,,,
ACTA BIOCHIMICA ET BIOPHYSICA SINICA,2025,1672-9145/1745-7270,否,否,否,SCIE,中国SCI期刊支持计划,生物学,2 [286/1091],否, BIOCHEMISTRY & MOLECULAR BIOLOGY 生化与分子生物学,2 [84/310], BIOPHYSICS 生物物理,2 [24/76],,,,,,,,
ACTA BIOCHIMICA POLONICA,2025,0001-527X/1734-154X,否,否,否,SCIE,,生物学,4 [905/1091],否, BIOCHEMISTRY & MOLECULAR BIOLOGY 生化与分子生物学,4 [284/310],,,,,,,,,,
Acta Bioclinica,2025,2244-8136/2244-8136,否,否,否,ESCI,,医学,4 [5508/5603],否," DENTISTRY, ORAL SURGERY & MEDICINE 牙科与口腔外科",4 [157/157],,,,,,,,,,
Acta Bioethica,2025,0717-5906/1726-569X,否,否,是,SSCI;SCIE,,哲学,4 [772/795],否, ETHICS 伦理学,4 [70/77], MEDICAL ETHICS 医学：伦理,4 [21/23]," SOCIAL SCIENCES, BIOMEDICAL 社会科学：生物医学",4 [44/46],,,,,,
ACTA BIOLOGICA COLOMBIANA,2025,0120-548X/1900-1649,否,否,是,SCIE,,生物学,4 [1013/1091],否, PLANT SCIENCES 植物科学,4 [247/265], ZOOLOGY 动物学,4 [173/179],,,,,,,,
ACTA BIOLOGICA CRACOVIENSIA SERIES BOTANICA,2025,0001-5296/1898-0295,否,否,否,SCIE,,生物学,4 [975/1091],否, PLANT SCIENCES 植物科学,4 [240/265],,,,,,,,,,
Acta Biomaterialia,2025,1742-7061/1878-7568,否,否,否,SCIE,,医学,1 [254/5603],是," ENGINEERING, BIOMEDICAL 工程：生物医学",1 [9/120]," MATERIALS SCIENCE, BIOMATERIALS 材料科学：生物材料",1 [3/52],,,,,,,,
ACTA BIOQUIMICA CLINICA LATINOAMERICANA,2025,0325-2957/1851-6114,否,否,否,SCIE,,医学,4 [5562/5603],否, MEDICAL LABORATORY TECHNOLOGY 医学实验技术,4 [31/31],,,,,,,,,,
ACTA BIOTHEORETICA,2025,0001-5342/1572-8358,否,否,否,SCIE,,生物学,3 [504/1091],否, MATHEMATICAL & COMPUTATIONAL BIOLOGY 数学与计算生物学,3 [28/66],,,,,,,,,,
Acta Borealia,2025,0800-3831/1503-111X,否,否,否,AHCI,,社会学,4 [862/2039],否," HUMANITIES, MULTIDISCIPLINARY 人文科学",3 [79/406],,,,,,,,,,
Acta Botanica Brasilica,2025,0102-3306/1677-941X,否,否,是,SCIE,,生物学,4 [803/1091],否, PLANT SCIENCES 植物科学,4 [184/265],,,,,,,,,,
ACTA BOTANICA CROATICA,2025,0365-0588/1847-8476,否,否,是,SCIE,,生物学,4 [721/1091],否, PLANT SCIENCES 植物科学,4 [160/265],,,,,,,,,,
Acta Botanica Mexicana,2025,2448-7589/2448-7589,否,否,否,SCIE,,生物学,4 [944/1091],否, PLANT SCIENCES 植物科学,4 [228/265],,,,,,,,,,
Acta Brasiliensis,2025,2526-432X/2526-4338,否,否,是,ESCI,,农林科学,4 [818/904],否," AGRICULTURE, MULTIDISCIPLINARY 农业综合",4 [73/88],,,,,,,,,,
Acta Cardiologica Sinica,2025,1011-6842/1011-6842,否,否,否,SCIE,,医学,4 [3638/5603],否, CARDIAC & CARDIOVASCULAR SYSTEMS 心脏和心血管系统,4 [154/223],,,,,,,,,,
ACTA CARDIOLOGICA,2025,0001-5385/1784-973X,否,否,否,SCIE,,医学,4 [2791/5603],否, CARDIAC & CARDIOVASCULAR SYSTEMS 心脏和心血管系统,4 [122/223],,,,,,,,,,
ACTA CARSOLOGICA,2025,0583-6050/1580-2612,否,否,是,SCIE,,地球科学,4 [444/575],否," GEOSCIENCES, MULTIDISCIPLINARY 地球科学：综合",4 [205/258],,,,,,,,,,
Acta Chemica Iasi,2025,2067-2438/2067-2446,否,否,是,ESCI,,化学,4 [455/490],否," CHEMISTRY, MULTIDISCIPLINARY 化学：综合",4 [209/230],,,,,,,,,,
ACTA CHIMICA SINICA,2025,0567-7351,否,否,否,SCIE,"中英文期刊""同质等效""评价",化学,2 [132/490],否," CHEMISTRY, MULTIDISCIPLINARY 化学：综合",2 [63/230],,,,,,,,,,
Acta Chimica Slovaca,2025,1337-978X/1339-3065,否,否,否,ESCI,,化学,4 [400/490],否," CHEMISTRY, MULTIDISCIPLINARY 化学：综合",4 [178/230],,,,,,,,,,
ACTA CHIMICA SLOVENICA,2025,1318-0207/1580-3155,否,否,是,SCIE,,化学,4 [327/490],否," CHEMISTRY, MULTIDISCIPLINARY 化学：综合",4 [147/230],,,,,,,,,,
ACTA CHIROPTEROLOGICA,2025,1508-1109/1733-5329,否,否,否,SCIE,,生物学,4 [878/1091],否, ZOOLOGY 动物学,4 [144/179],,,,,,,,,,
Acta Chirurgiae Orthopaedicae et Traumatologiae Cechoslovaca,2025,0001-5415/0001-5415,否,否,否,SCIE,,医学,4 [4673/5603],否, ORTHOPEDICS 骨科,4 [119/136],,,,,,,,,,
ACTA CHIRURGICA BELGICA,2025,0001-5458/2577-0160,否,否,否,SCIE,,医学,4 [4493/5603],否, SURGERY 外科,4 [243/292],,,,,,,,,,
ACTA CHROMATOGRAPHICA,2025,1233-2356/2083-5736,否,否,否,SCIE,,化学,4 [300/490],否," CHEMISTRY, ANALYTICAL 分析化学",4 [77/106],,,,,,,,,,
Acta Cirurgica Brasileira,2025,0102-8650/1678-2674,否,否,是,SCIE,,医学,4 [4466/5603],否, SURGERY 外科,4 [238/292],,,,,,,,,,
Acta Classica,2025,0065-1141/2227-538X,否,否,否,AHCI,,历史学,3 [164/778],否, CLASSICS 古典文学,3 [14/59],,,,,,,,,,
ACTA CLINICA BELGICA,2025,1784-3286/2295-3337,否,否,否,SCIE,,医学,4 [4412/5603],否," MEDICINE, GENERAL & INTERNAL 医学：内科",4 [176/327],,,,,,,,,,
Acta Clinica Croatica,2025,0353-9466/1333-9451,否,否,是,SCIE,,医学,4 [4606/5603],否," MEDICINE, GENERAL & INTERNAL 医学：内科",4 [196/327],,,,,,,,,,
Acta Colombiana de Psicologia,2025,0123-9155/1909-9711,否,否,是,ESCI,,心理学,4 [561/657],否," PSYCHOLOGY, CLINICAL 心理学：临床",4 [155/179],,,,,,,,,,
Acta Crystallographica A-Foundation and Advances,2025,2053-2733/2053-2733,否,否,否,SCIE,,材料科学,4 [235/495],否, CRYSTALLOGRAPHY 晶体学,3 [12/32]," CHEMISTRY, MULTIDISCIPLINARY 化学：综合",4 [114/230],,,,,,,,
Acta Crystallographica Section B-Structural Science Crystal Engineering and Materials,2025,2052-5206/2052-5206,否,否,否,SCIE,,化学,3 [223/490],否, CRYSTALLOGRAPHY 晶体学,3 [15/32]," CHEMISTRY, MULTIDISCIPLINARY 化学：综合",4 [122/230],,,,,,,,
ACTA CRYSTALLOGRAPHICA SECTION C-STRUCTURAL CHEMISTRY,2025,2053-2296/2053-2296,否,否,否,SCIE,,化学,4 [398/490],否," CHEMISTRY, MULTIDISCIPLINARY 化学：综合",4 [176/230], CRYSTALLOGRAPHY 晶体学,4 [23/32],,,,,,,,
Acta Crystallographica Section D-Structural Biology,2025,2059-7983/2059-7983,否,否,否,SCIE,,生物学,4 [545/1091],否, CRYSTALLOGRAPHY 晶体学,2 [9/32], BIOPHYSICS 生物物理,3 [37/76], BIOCHEMICAL RESEARCH METHODS 生化研究方法,4 [44/85], BIOCHEMISTRY & MOLECULAR BIOLOGY 生化与分子生物学,4 [201/310],,,,
Acta Crystallographica Section E-Crystallographic Communications,2025,2056-9890/2056-9890,否,否,是,ESCI,,材料科学,4 [412/495],否, CRYSTALLOGRAPHY 晶体学,4 [26/32],,,,,,,,,,
Acta Crystallographica Section F-Structural Biology Communications,2025,2053-230X/2053-230X,否,否,否,SCIE,,生物学,4 [885/1091],否, BIOCHEMICAL RESEARCH METHODS 生化研究方法,4 [78/85], BIOCHEMISTRY & MOLECULAR BIOLOGY 生化与分子生物学,4 [281/310], BIOPHYSICS 生物物理,4 [65/76], CRYSTALLOGRAPHY 晶体学,4 [21/32],,,,
Acta Cybernetica,2025,0324-721X/0324-721X,否,否,否,ESCI,,计算机科学,4 [630/758],否," COMPUTER SCIENCE, CYBERNETICS 计算机：控制论",4 [29/32],,,,,,,,,,
ACTA CYTOLOGICA,2025,0001-5547/1938-2650,否,否,否,SCIE,,医学,4 [3082/5603],否, PATHOLOGY 病理学,4 [48/88],,,,,,,,,,
ACTA DERMATO-VENEREOLOGICA,2025,0001-5555/1651-2057,否,否,是,SCIE,,医学,3 [1585/5603],否, DERMATOLOGY 皮肤病学,2 [18/94],,,,,,,,,,
Acta Dermatovenerologica Alpina Pannonica et Adriatica,2025,1318-4458/1581-2979,否,否,否,ESCI,,医学,4 [4795/5603],否, DERMATOLOGY 皮肤病学,4 [80/94],,,,,,,,,,
Acta Dermatovenerologica Croatica,2025,1330-027X/1847-6538,否,否,否,SCIE,,医学,4 [5053/5603],否, DERMATOLOGY 皮肤病学,4 [82/94],,,,,,,,,,
ACTA DIABETOLOGICA,2025,0940-5429/1432-5233,否,否,否,SCIE,,医学,3 [1487/5603],否, ENDOCRINOLOGY & METABOLISM 内分泌学与代谢,3 [75/184],,,,,,,,,,
Acta Endocrinologica-Bucharest,2025,1841-0987/1843-066X,否,否,否,SCIE,,医学,4 [4835/5603],否, ENDOCRINOLOGY & METABOLISM 内分泌学与代谢,4 [163/184],,,,,,,,,,
ACTA ENTOMOLOGICA MUSEI NATIONALIS PRAGAE,2025,0374-1036/1804-6487,否,否,否,SCIE,,农林科学,3 [323/904],否, ENTOMOLOGY 昆虫学,3 [47/109],,,,,,,,,,
Acta Epileptologica,2025,2096-9384/2524-4434,否,否,是,ESCI,,医学,4 [5114/5603],否, CLINICAL NEUROLOGY 临床神经病学,4 [263/278],,,,,,,,,,
